ID,Total Length (bp)
2100454.0,37474909.0
1325734.0,47520037.0
73230.0,33754519.0
1125752.0,15452257.0
38038.0,49411302.0
1337113.0,32813481.0
503106.0,50267101.0
1562205.0,53779277.0
282269.0,37110112.0
38448.0,44684193.0
105487.0,44725953.0
746466.0,11723898.0
2201244.0,20688651.0
382647.0,11759359.0
43968.0,18235016.0
470485.0,51700031.0
5158.0,31609851.0
325373.0,17931977.0
284543.0,33791603.0
410836.0,13500424.0
1385972.0,39338725.0
992199.0,42177172.0
45548.0,13952948.0
297651.0,10531665.0
45134.0,43173513.0
116821.0,44010370.0
5490.0,9801260.0
28551.0,11078079.0
2698418.0,41048747.0
317029.0,254972.0
654480.0,38604505.0
416450.0,31454985.0
1699426.0,17232577.0
5068.0,35181025.0
1443074.0,9955993.0
1042852.0,13907918.0
246000.0,14593646.0
241408.0,14239633.0
114525.0,11963209.0
43433.0,38357564.0
49325.0,10213235.0
434042.0,14790521.0
29835.0,10093952.0
1664388.0,44005115.0
1042133.0,42535726.0
1217584.0,10450139.0
55200.0,34205849.0
335850.0,39753076.0
1882900.0,11927991.0
1072270.0,35394120.0
360152.0,28144216.0
219603.0,17648120.0
51912.0,34125701.0
2880258.0,10981827.0
2682911.0,47881020.0
1253868.0,12617072.0
2268375.0,24058562.0
45502.0,10517128.0
49329.0,12493498.0
1056991.0,9110689.0
215243.0,38224514.0
1714400.0,10742701.0
54552.0,12024331.0
321146.0,47119461.0
66738.0,35241951.0
1347389.0,86827816.0
42361.0,37605921.0
1187901.0,34215686.0
460514.0,12323006.0
1220201.0,34897705.0
53492.0,11777606.0
61284.0,42732089.0
73517.0,22451194.0
2259768.0,56478799.0
5599.0,34280341.0
40601.0,28963401.0
1095183.0,19829165.0
1209918.0,35034269.0
33175.0,54575279.0
342668.0,30174856.0
36028.0,11642797.0
357447.0,36072589.0
2778373.0,59448965.0
1943672.0,13935036.0
135779.0,45086787.0
45537.0,13099930.0
1979430.0,12668805.0
5093.0,36018796.0
215461.0,51034129.0
1326893.0,10384615.0
51927.0,12149879.0
48148.0,12007681.0
5127.0,43110459.0
61273.0,31915525.0
1934379.0,32615522.0
2670775.0,30691559.0
48255.0,11000338.0
198730.0,37629238.0
298378.0,38253301.0
1367422.0,34747975.0
1041607.0,15901152.0
1756826.0,35785595.0
45792.0,13563517.0
89421.0,36718296.0
517408.0,14673777.0
34407.0,59071264.0
51582.0,29314310.0
78410.0,44950817.0
324743.0,12005483.0
488412.0,36114347.0
115786.0,11345090.0
1580834.0,34127347.0
35725.0,98695791.0
36024.0,12486424.0
1365816.0,54500586.0
4903.0,12707304.0
5595.0,32600824.0
271274.0,15038984.0
47205.0,58392066.0
97093.0,32322684.0
96373.0,26537341.0
438356.0,40115976.0
1187938.0,34409470.0
507511.0,12960784.0
327061.0,38511861.0
497108.0,13696163.0
189452.0,23926579.0
4920.0,21255474.0
53488.0,9205904.0
1664694.0,30363635.0
1850976.0,12567882.0
57154.0,35238955.0
91039.0,29232673.0
592007.0,12125845.0
319420.0,34288445.0
983330.0,32568807.0
87276.0,40883888.0
111012.0,38424700.0
113226.0,60439160.0
192009.0,46885414.0
767359.0,46845581.0
49333.0,12643935.0
45518.0,10491190.0
2860397.0,10685171.0
656916.0,38896857.0
480065.0,10802592.0
1173701.0,46755813.0
45514.0,11133042.0
1237067.0,36878855.0
2499830.0,40165279.0
278027.0,23651935.0
69804.0,27069658.0
1243767.0,39624111.0
45609.0,14395554.0
1491472.0,40897041.0
318678.0,12915966.0
73501.0,33618380.0
326645.0,38652569.0
60172.0,35233101.0
1232584.0,25770425.0
130807.0,10656716.0
273372.0,13617041.0
45303.0,36515125.0
682598.0,12370972.0
2684246.0,55521496.0
1749284.0,14996527.0
2981542.0,32875300.0
2039874.0,49265285.0
468837.0,35354223.0
1004254.0,12626481.0
78861.0,43327976.0
1477011.0,51208246.0
1819164.0,11318077.0
46583.0,13273102.0
5047.0,104225103.0
1738887.0,57558510.0
306094.0,38414373.0
1640340.0,57197686.0
69785.0,32363941.0
45788.0,8470812.0
178747.0,26177974.0
1453797.0,24731836.0
930093.0,39014740.0
48496.0,46511936.0
83184.0,59103682.0
1538180.0,9172737.0
300276.0,11256532.0
2951723.0,32968512.0
948311.0,44205264.0
45521.0,11581361.0
569365.0,41583904.0
942860.0,12263439.0
572238.0,9236024.0
1041611.0,10824932.0
39412.0,35456005.0
1321243.0,12640076.0
45151.0,33921061.0
271314.0,11394353.0
29001.0,31036461.0
41990.0,39834950.0
96404.0,27555135.0
166631.0,31758574.0
54101.0,15493585.0
749634.0,35522173.0
1884262.0,23887422.0
70558.0,36393065.0
69789.0,32098547.0
57161.0,53686487.0
1818021.0,37647901.0
147335.0,12590558.0
112131.0,23333049.0
47213.0,144183925.0
2231603.0,36207525.0
655981.0,35818201.0
80383.0,43681955.0
36032.0,12334113.0
40267.0,58373473.0
1266744.0,38853631.0
265104.0,28857112.0
378047.0,15805505.0
473035.0,15095926.0
61262.0,12616033.0
101854.0,44026054.0
108428.0,42687746.0
540059.0,10389915.0
1538187.0,13924138.0
48491.0,43124130.0
1663501.0,54567069.0
5082.0,28754521.0
1431717.0,27077808.0
57460.0,180348382.0
391826.0,11026826.0
569362.0,36573545.0
45526.0,11158732.0
280790.0,16028048.0
246028.0,11633122.0
2016321.0,31678253.0
869388.0,44019502.0
1911678.0,12131079.0
62069.0,43472126.0
114810.0,51163159.0
2174988.0,10277076.0
80388.0,43467584.0
62708.0,65886882.0
46584.0,10855217.0
690887.0,48642237.0
2482753.0,64032857.0
291208.0,12020785.0
1305767.0,14948151.0
149040.0,48876257.0
158607.0,63672038.0
1187925.0,36958049.0
864349.0,12069601.0
1538145.0,13996263.0
147332.0,12891432.0
749633.0,34778787.0
399469.0,11880660.0
280322.0,34931051.0
1538149.0,12701501.0
44608.0,45838881.0
2725329.0,41810733.0
1093900.0,40366568.0
1230527.0,30043159.0
36035.0,10785241.0
182096.0,29748498.0
2939407.0,32740561.0
456248.0,10277386.0
643001.0,44213875.0
328473.0,51201343.0
1321244.0,12565781.0
209559.0,40168528.0
348802.0,32274853.0
377600.0,12353755.0
1873369.0,39691269.0
2494466.0,37441600.0
1303715.0,34014683.0
1491479.0,40078385.0
187221.0,41555648.0
2951361.0,48125938.0
54045.0,11905687.0
399783.0,11141549.0
42676.0,42751345.0
50730.0,36811257.0
51564.0,19806242.0
49334.0,10714862.0
91480.0,25325852.0
4927.0,12721744.0
2064838.0,61741299.0
5079.0,37601233.0
1301336.0,33600987.0
1562958.0,10941519.0
574789.0,47275052.0
1167516.0,32434693.0
1775925.0,12978005.0
744973.0,13307649.0
57153.0,39591264.0
60175.0,33006161.0
1004253.0,12420201.0
2421284.0,46940970.0
5075.0,35346490.0
71559.0,13937523.0
260670.0,44448086.0
1249076.0,10514313.0
395010.0,42492566.0
45513.0,12132557.0
74404.0,11715116.0
1260050.0,35088102.0
1789211.0,51853301.0
109381.0,43199662.0
132580.0,37911565.0
2587402.0,32737472.0
1249861.0,10732387.0
669869.0,55886429.0
2025994.0,36564510.0
308745.0,26435630.0
1326894.0,9029230.0
51920.0,13544540.0
1441469.0,30858562.0
3074456.0,10873930.0
2903223.0,26732002.0
348312.0,10536566.0
48487.0,43933904.0
1849047.0,42480816.0
702382.0,36270279.0
1295094.0,35499968.0
1347418.0,38324398.0
2859242.0,14605590.0
51656.0,10746162.0
225359.0,63509586.0
378051.0,14033882.0
359342.0,51666170.0
2806626.0,12970464.0
104402.0,12586785.0
706581.0,31768716.0
2778374.0,46832631.0
65477.0,15788575.0
430562.0,37570309.0
138277.0,38850827.0
36023.0,13142451.0
708192.0,53087791.0
679534.0,11286928.0
41743.0,28335649.0
324744.0,9751665.0
2613904.0,9518874.0
386627.0,35553408.0
1053151.0,36670046.0
283354.0,37283841.0
551772.0,10198000.0
273131.0,12338748.0
38082.0,7303369.0
977972.0,39781510.0
94995.0,44312118.0
680193.0,37016938.0
5098.0,24147356.0
45509.0,12370549.0
181017.0,36109959.0
63405.0,23577342.0
1094757.0,10000884.0
1316785.0,42724717.0
1229076.0,13360642.0
110536.0,37292518.0
2075069.0,48242133.0
85125.0,10214768.0
717741.0,15547333.0
1217583.0,12154026.0
261697.0,47086504.0
914237.0,55639110.0
2587418.0,37862799.0
550978.0,11783421.0
57145.0,37608502.0
714657.0,9267221.0
2259763.0,40453245.0
1209926.0,48556462.0
1443073.0,10019776.0
2732470.0,33117897.0
4931.0,12227735.0
62727.0,156824485.0
242519.0,43800589.0
36016.0,11473843.0
35717.0,35655008.0
1093897.0,33593884.0
383839.0,13020848.0
383835.0,20885013.0
1531966.0,28476206.0
1851181.0,35338026.0
1220206.0,35429369.0
57149.0,32054995.0
1585795.0,56100083.0
427130.0,39129714.0
53495.0,13910146.0
2588329.0,28063993.0
512061.0,12615959.0
296797.0,33056518.0
135456.0,14784318.0
135283.0,209067775.0
2932460.0,28931122.0
1176389.0,12988985.0
27357.0,52129059.0
219604.0,17798944.0
508918.0,28140596.0
34358.0,13507013.0
681940.0,52434554.0
714430.0,180836031.0
51915.0,14967189.0
1592451.0,23602720.0
418086.0,11832599.0
41688.0,37627092.0
2895621.0,33865899.0
5025.0,55125376.0
43963.0,41295859.0
45354.0,13027022.0
1490871.0,34336664.0
69891.0,22179661.0
1007502.0,31543341.0
38443.0,43974967.0
100019.0,34187083.0
230073.0,27102618.0
488016.0,10924509.0
1325733.0,47429815.0
573508.0,28454192.0
1810906.0,39460077.0
766783.0,12854642.0
58632.0,13022060.0
2650730.0,45272810.0
61207.0,30008100.0
936078.0,35930556.0
1567544.0,43094252.0
47801.0,39249608.0
460848.0,28982752.0
27311.0,13684143.0
2060906.0,30969503.0
1337062.0,13868009.0
44076.0,22630279.0
1301101.0,20313720.0
45543.0,10842817.0
1072094.0,11645495.0
1072098.0,23745528.0
749589.0,33765702.0
77044.0,44257831.0
121467.0,9549220.0
5523.0,46885457.0
45133.0,43283415.0
400354.0,24741702.0
329642.0,18128511.0
174074.0,228060.0
38033.0,34154134.0
312228.0,12489910.0
43265.0,34933242.0
246083.0,13506103.0
36050.0,46476831.0
53643.0,11902503.0
62754.0,56756124.0
148634.0,14531568.0
362614.0,41198402.0
1207388.0,11311091.0
196109.0,38835037.0
912112.0,55881512.0
88742.0,44317579.0
907289.0,11912226.0
1578925.0,47558771.0
176168.0,25696535.0
1342318.0,9119208.0
41418.0,25618231.0
5460.0,44202764.0
1301586.0,36978210.0
657494.0,13489976.0
224031.0,19613085.0
38006.0,30600687.0
176275.0,37134214.0
1912844.0,51217406.0
64363.0,31086472.0
318760.0,31917170.0
27328.0,13653384.0
54194.0,13092236.0
5516.0,37658711.0
490709.0,11602081.0
110545.0,41846710.0
593426.0,14613987.0
55169.0,47389336.0
319629.0,35410303.0
467805.0,30293188.0
537474.0,62246358.0
1198499.0,11419438.0
2874382.0,24020134.0
86546.0,34983573.0
1337057.0,12410201.0
368404.0,57237362.0
27324.0,13288520.0
1297587.0,31813847.0
301368.0,17380107.0
1882272.0,38229332.0
1460421.0,12863174.0
487109.0,11993261.0
314031.0,40165273.0
177199.0,30020651.0
53939.0,10929816.0
560253.0,49238647.0
1171599.0,11263787.0
2592597.0,35673764.0
176164.0,42311670.0
696354.0,28856456.0
37662.0,12880761.0
2175906.0,49703650.0
2528333.0,30182205.0
209285.0,25722217.0
2902605.0,41285890.0
1763456.0,34209217.0
45342.0,36823513.0
45597.0,14922656.0
1147111.0,48274071.0
1792511.0,35080806.0
1215355.0,35489142.0
984309.0,39301093.0
43975.0,14908187.0
749593.0,33420179.0
561152.0,33797795.0
2081332.0,44270279.0
45555.0,8780702.0
2745884.0,26393612.0
77849.0,13917409.0
595255.0,48811092.0
5539.0,47714899.0
1567552.0,38315448.0
197674.0,20853671.0
5481.0,13445959.0
1735280.0,42813648.0
36927.0,26809569.0
2268990.0,8962907.0
2898453.0,39653217.0
904902.0,12697394.0
36651.0,26336737.0
1041578.0,43920991.0
1198502.0,13095904.0
1378264.0,12971317.0
45559.0,16143423.0
470456.0,26263561.0
1351455.0,29145266.0
1185379.0,10494603.0
53660.0,12625564.0
299329.0,20514424.0
41047.0,30945974.0
332112.0,22234125.0
1053134.0,33536579.0
643219.0,50566743.0
56415.0,10858432.0
86056.0,33409556.0
1174677.0,52925331.0
1735277.0,36473783.0
42805.0,38224169.0
5476.0,14612850.0
1604332.0,47778485.0
564621.0,12575303.0
53655.0,10568644.0
4954.0,10772966.0
1185846.0,55108579.0
377599.0,13796923.0
2259870.0,27289123.0
121759.0,29399910.0
2035830.0,28187066.0
1926264.0,61358807.0
36912.0,11556692.0
79813.0,32434019.0
1034304.0,39338775.0
101475.0,47990914.0
578113.0,41952590.0
2518133.0,13693627.0
169141.0,42928881.0
70808.0,33552215.0
304223.0,10133133.0
27332.0,12933910.0
271359.0,15655140.0
43982.0,24978438.0
1517512.0,33360375.0
432111.0,12001257.0
1130053.0,31405350.0
91920.0,29853552.0
261282.0,18520117.0
45560.0,10952886.0
1500509.0,53667270.0
61658.0,6359382.0
1540335.0,30434153.0
364733.0,37173200.0
53659.0,10720349.0
169037.0,95879313.0
1561947.0,32487520.0
317047.0,11384913.0
3075358.0,25844760.0
45603.0,11346409.0
164540.0,39220606.0
307937.0,57996413.0
1280295.0,25639012.0
1170767.0,32422668.0
475927.0,32744270.0
73001.0,39263577.0
644589.0,75039989.0
49335.0,10193280.0
489715.0,12320962.0
51565.0,18611625.0
492091.0,35932021.0
246010.0,13129690.0
42677.0,51688366.0
40296.0,30164421.0
5078.0,29140916.0
34381.0,35449427.0
520571.0,31480884.0
4926.0,11394881.0
1884799.0,32570652.0
1775924.0,12937885.0
1859967.0,47288662.0
1868870.0,49056814.0
795804.0,12314374.0
1209931.0,48373413.0
72032.0,28117660.0
278940.0,43865366.0
326643.0,38030351.0
369742.0,14656476.0
2283846.0,74582935.0
1036759.0,41618332.0
5074.0,29672684.0
569394.0,36818935.0
1481906.0,36589529.0
1053262.0,45197029.0
380880.0,8496074.0
29829.0,21432058.0
1491008.0,42023549.0
418125.0,36881810.0
45512.0,14817078.0
706561.0,23885016.0
260671.0,48441159.0
69774.0,40249563.0
326681.0,39350407.0
545651.0,33493113.0
48490.0,42540497.0
1892630.0,32607973.0
1663500.0,62713428.0
1538186.0,10857285.0
79858.0,30534672.0
1453791.0,24516431.0
246455.0,46264209.0
378046.0,14620474.0
93591.0,39009180.0
2916467.0,42526372.0
308752.0,11378243.0
1343870.0,12142408.0
1590126.0,38053883.0
391827.0,11984081.0
1247836.0,9328382.0
5083.0,46355660.0
323540.0,58420577.0
386457.0,30484172.0
36038.0,11666255.0
933994.0,14710891.0
46585.0,13085940.0
1695224.0,22867324.0
33165.0,9968907.0
5041.0,25052579.0
490622.0,36872412.0
1436175.0,28657972.0
1506179.0,27458647.0
78070.0,33285102.0
1932322.0,39450705.0
470096.0,35440147.0
89137.0,31519628.0
2219007.0,34588307.0
95809.0,12909766.0
1187928.0,33457300.0
147333.0,11589400.0
271264.0,15643365.0
2939406.0,37362501.0
1519030.0,11241018.0
70096.0,29467041.0
489137.0,22965889.0
2491030.0,25027237.0
2029752.0,44663226.0
44609.0,44570801.0
149392.0,63064363.0
246025.0,14841209.0
643000.0,45713401.0
456249.0,9719140.0
576137.0,69693031.0
2494467.0,37413695.0
377601.0,12287340.0
1116209.0,32816021.0
87287.0,28684165.0
299130.0,62280837.0
5547.0,36986606.0
1504668.0,33426352.0
2861706.0,9382735.0
246006.0,13325985.0
86259.0,41878255.0
114497.0,343680.0
51918.0,11325083.0
49323.0,15581100.0
434044.0,15859342.0
29833.0,8099637.0
1048955.0,36781754.0
1217582.0,12025385.0
717740.0,12496550.0
1405805.0,25674978.0
54687.0,51994176.0
2730933.0,29055721.0
179993.0,37543021.0
68827.0,30069354.0
1859971.0,45146022.0
221909.0,11260206.0
383838.0,15908553.0
36017.0,12122576.0
61193.0,32191500.0
267478.0,13688864.0
383834.0,12226515.0
2917766.0,31516939.0
2033813.0,41538566.0
1714406.0,13236584.0
5062.0,38484998.0
1603990.0,50288663.0
477509.0,46917078.0
314043.0,41294634.0
1220207.0,34346679.0
57148.0,46212637.0
1836592.0,26782037.0
48507.0,43161494.0
1176388.0,31447327.0
61495.0,63768826.0
102001.0,35093885.0
1316788.0,33828344.0
51914.0,10225337.0
45504.0,11083848.0
1441468.0,38354882.0
51921.0,12801439.0
51657.0,10889885.0
58640.0,25829514.0
561895.0,15406331.0
1491457.0,39149368.0
1171601.0,10407487.0
48486.0,43779518.0
79591.0,43087635.0
1567482.0,38392485.0
348313.0,10920456.0
298208.0,13302360.0
1540079.0,8623992.0
2364996.0,45682287.0
147329.0,11521240.0
339359.0,58428487.0
796594.0,10263186.0
135514.0,36366738.0
2806627.0,13014903.0
223819.0,15373073.0
114771.0,35537816.0
529654.0,8855120.0
2704157.0,21092376.0
5057.0,27452817.0
69488.0,38963051.0
2778375.0,42665356.0
4909.0,10923754.0
65811.0,10445071.0
53604.0,12685219.0
1199091.0,64421920.0
143450.0,33245410.0
2939410.0,20598527.0
36022.0,12344288.0
2714548.0,330777.0
926563.0,8930633.0
490159.0,34599847.0
1266822.0,34462933.0
357750.0,33892839.0
475065.0,31042295.0
1167255.0,180956308.0
253101.0,63226382.0
1670608.0,26395934.0
5551.0,22521034.0
1634941.0,36526469.0
2605921.0,14339745.0
45794.0,16653856.0
105351.0,38597812.0
36781.0,39305727.0
52247.0,10335074.0
139639.0,48314413.0
703497.0,37120677.0
912113.0,55848179.0
48865.0,50980663.0
84275.0,33223116.0
694270.0,35314544.0
698984.0,10194386.0
1379279.0,13869514.0
254439.0,14046978.0
717645.0,74324508.0
301365.0,19043437.0
2315449.0,10858197.0
490708.0,14344126.0
54195.0,17959640.0
1077358.0,30568838.0
1566354.0,38094324.0
114231.0,51752671.0
483707.0,34644816.0
1955266.0,35660783.0
467808.0,10580516.0
86547.0,35749494.0
45577.0,11241723.0
56665.0,36015118.0
984957.0,44931741.0
110548.0,45006662.0
27291.0,11881637.0
229535.0,30844022.0
1200839.0,40060467.0
36909.0,20321324.0
27325.0,16680955.0
5970.0,26351726.0
321852.0,38379124.0
1337056.0,12957929.0
574655.0,71733822.0
798079.0,34846001.0
326626.0,38537808.0
1927788.0,38245008.0
1740738.0,93730151.0
1635097.0,41729728.0
487108.0,13038065.0
2918522.0,26506769.0
150374.0,27200907.0
2211668.0,48719559.0
1940652.0,23861785.0
1604329.0,46252763.0
44080.0,13790995.0
5011.0,13255483.0
374337.0,12107016.0
1436886.0,43359131.0
203079.0,12526698.0
745358.0,10061608.0
1105319.0,47410140.0
2036908.0,35887177.0
43962.0,18419784.0
2895620.0,36824751.0
50267.0,14069924.0
1187941.0,33831682.0
557785.0,28851163.0
1468137.0,12450102.0
1157608.0,39169973.0
46028.0,9549397.0
199306.0,27810164.0
470147.0,38094585.0
281068.0,37336102.0
1960856.0,41712136.0
1382206.0,15100962.0
48394.0,17208556.0
284135.0,32778109.0
58633.0,9628285.0
293939.0,30753187.0
1072095.0,14283631.0
109264.0,37474605.0
131364.0,40316279.0
29879.0,37276891.0
45542.0,10987301.0
2053387.0,28073584.0
36646.0,28360408.0
1072099.0,13009863.0
29875.0,41007466.0
203082.0,13323585.0
77852.0,16366686.0
330526.0,48328886.0
121466.0,12126438.0
5454.0,40901820.0
152264.0,10059019.0
1580841.0,28609504.0
5028.0,32551844.0
48692.0,14272956.0
1424426.0,40250382.0
70792.0,28231333.0
5477.0,19111858.0
1174676.0,49961258.0
111670.0,35673945.0
2778755.0,24066563.0
1387563.0,21865028.0
206542.0,27731162.0
496997.0,31188022.0
4955.0,10264457.0
1604333.0,47806863.0
2267551.0,37877147.0
2495903.0,37871789.0
71246.0,12238537.0
29856.0,58715541.0
1435455.0,14862176.0
1697385.0,20397595.0
1323756.0,22205475.0
5501.0,27474893.0
1307805.0,31172923.0
1882269.0,28556969.0
168475.0,27952966.0
27333.0,14088234.0
92637.0,39252651.0
516970.0,53507824.0
1276170.0,11838051.0
40695.0,39135697.0
90403.0,32921214.0
434199.0,8851166.0
196064.0,51439042.0
45561.0,11674242.0
1769908.0,37069316.0
43983.0,14304541.0
47755.0,42198904.0
352851.0,50369070.0
1079257.0,59648482.0
4959.0,12580919.0
53658.0,10168562.0
2826930.0,14148124.0
1215361.0,72741875.0
5007.0,13150648.0
109331.0,25256979.0
2698477.0,7939452.0
56873.0,20821016.0
56418.0,19279198.0
767483.0,45458781.0
2528332.0,25461817.0
2175907.0,49351125.0
561986.0,16076227.0
1337662.0,44521400.0
246385.0,8854944.0
43974.0,13122678.0
184061.0,36013978.0
673940.0,69030646.0
252740.0,36158412.0
45554.0,12484730.0
169509.0,11237525.0
152308.0,41374079.0
13684.0,34781891.0
1220188.0,38719388.0
1303443.0,39023295.0
56646.0,38660186.0
2594821.0,37800359.0
1859699.0,48482211.0
45235.0,22985095.0
353899.0,10820774.0
929237.0,40622015.0
123648.0,45904044.0
27306.0,11403328.0
1077377.0,34571039.0
578093.0,31143728.0
2037899.0,58188791.0
2249482.0,33614440.0
655095.0,13545002.0
460853.0,33725466.0
44411.0,36065887.0
5480.0,13025060.0
1183333.0,11631919.0
45558.0,12176763.0
1202554.0,25465455.0
2796175.0,27112840.0
2268991.0,14600394.0
585594.0,36213901.0
42747.0,35674141.0
870730.0,8903205.0
2008544.0,9391884.0
1571107.0,36243482.0
47266.0,43120050.0
231936.0,107761392.0
1069201.0,37287730.0
1806559.0,41063740.0
56641.0,37215035.0
432096.0,11196141.0
292717.0,35762820.0
44066.0,31278289.0
264952.0,39778378.0
48098.0,32989564.0
45553.0,9633383.0
46252.0,11074207.0
2745882.0,16250663.0
374178.0,10242926.0
1125787.0,62659034.0
1325723.0,54037528.0
500171.0,55218207.0
2563089.0,44991346.0
155671.0,26985838.0
282272.0,36763102.0
268505.0,23913698.0
1250544.0,51598955.0
2508778.0,41001620.0
227369.0,10017212.0
2546340.0,9065234.0
36040.0,12547507.0
1580850.0,32456232.0
52586.0,52505057.0
89487.0,33489886.0
2704139.0,12508485.0
255381.0,13081635.0
1053132.0,36850636.0
153982.0,26564319.0
315946.0,39890731.0
3044270.0,101793380.0
2259054.0,25739826.0
2752695.0,27125781.0
348901.0,42187863.0
279732.0,12427788.0
254876.0,34047919.0
1873960.0,44124523.0
1940567.0,54310492.0
460854.0,23786893.0
197672.0,11848502.0
1914294.0,49177916.0
243211.0,43439209.0
155416.0,89620939.0
2861751.0,13679604.0
494059.0,39777153.0
1460663.0,38464024.0
108018.0,47799956.0
644822.0,11724688.0
36914.0,16086460.0
419775.0,48181149.0
28573.0,34715840.0
90408.0,36913724.0
2697237.0,13329260.0
1186037.0,11325734.0
56413.0,12227278.0
223429.0,31360640.0
2905938.0,27853102.0
278938.0,47563060.0
1089533.0,12318815.0
500148.0,37796881.0
390697.0,21022601.0
1506548.0,11962530.0
40220.0,23712134.0
211096.0,8831957.0
4952.0,20547992.0
2064841.0,62053862.0
447254.0,39568589.0
714525.0,189903072.0
2867042.0,45829704.0
2972122.0,33862976.0
1078765.0,13893613.0
179343.0,55623252.0
150365.0,23104782.0
2608779.0,63559116.0
56874.0,16946934.0
36918.0,16279223.0
37727.0,28307147.0
2862415.0,19494638.0
1156965.0,12395788.0
2518135.0,22585551.0
1825620.0,39651556.0
1609947.0,50779446.0
27334.0,31415732.0
743302.0,50831203.0
418784.0,12700538.0
43984.0,17688445.0
529468.0,40070143.0
1072105.0,10701617.0
748121.0,54186171.0
2773716.0,25618281.0
56674.0,41003302.0
131340.0,36952682.0
2582783.0,36245875.0
58634.0,9875405.0
1852163.0,14889443.0
318829.0,42703282.0
252184.0,38597794.0
44070.0,17208214.0
139641.0,42981876.0
172328.0,63481793.0
113607.0,13482527.0
1051616.0,33603891.0
131363.0,49042336.0
45587.0,13289703.0
183478.0,35173254.0
1131581.0,33838379.0
29908.0,32872446.0
1016849.0,29505589.0
87895.0,12462862.0
1125753.0,14191199.0
50260.0,11093440.0
1788519.0,14771047.0
93489.0,35445124.0
152502.0,54401289.0
116794.0,38736376.0
1774284.0,32321563.0
88771.0,29181415.0
89491.0,22032815.0
690256.0,55915688.0
98403.0,32831003.0
1894963.0,171988133.0
2201245.0,10522931.0
124036.0,25452129.0
746467.0,14008157.0
