ID,Total Length (bp)
179855.0,38577924.0
139415.0,66694225.0
1912932.0,58334580.0
48579.0,40780320.0
2926464.0,40153731.0
2841190.0,31545462.0
105766.0,21581445.0
114840.0,20930538.0
87126.0,32343143.0
1603062.0,46638161.0
176626.0,39521106.0
1659846.0,33912918.0
269621.0,23461035.0
84751.0,27106246.0
5535.0,22325519.0
117018.0,34053942.0
5322.0,35093820.0
13563.0,27696343.0
245174.0,9574281.0
1837266.0,39210598.0
157611.0,19417308.0
109636.0,43955553.0
48563.0,47496138.0
1282276.0,29764564.0
178870.0,56145602.0
103385.0,57567124.0
169489.0,7540864.0
2717575.0,51712777.0
2923029.0,23191794.0
1603057.0,50539702.0
80606.0,119315121.0
58919.0,18761941.0
279518.0,49942187.0
40481.0,32414438.0
2725000.0,45014704.0
104341.0,36365405.0
91752.0,41205484.0
40145.0,131718925.0
108901.0,53346927.0
58369.0,41257385.0
71933.0,76593165.0
155012.0,35703634.0
117066.0,53072152.0
158606.0,36581626.0
1755894.0,35651721.0
64638.0,65897893.0
1325293.0,65015191.0
182055.0,46746859.0
1851511.0,23784507.0
77020.0,8158346.0
1929756.0,74875987.0
71929.0,56872381.0
43049.0,37216861.0
5412.0,21147027.0
72745.0,22707179.0
106015.0,21721408.0
105714.0,33698914.0
104221.0,116108881.0
1930696.0,21538963.0
2480587.0,53019196.0
82520.0,30616633.0
71891.0,40140870.0
203535.0,19685073.0
117070.0,66213032.0
209853.0,47612348.0
111141.0,115901997.0
87325.0,75346262.0
13291.0,28565061.0
271129.0,17796081.0
55514.0,55286095.0
48578.0,61993750.0
2862369.0,53416833.0
39291.0,72332728.0
48574.0,79746074.0
2016387.0,85574030.0
72568.0,27770102.0
117179.0,24274610.0
100756.0,55905675.0
98346.0,35078781.0
1238391.0,78504140.0
252803.0,30439799.0
71782.0,20721755.0
178871.0,122384764.0
2923028.0,22696350.0
29898.0,21902899.0
57679.0,16443618.0
1810667.0,32649677.0
2182807.0,112349310.0
1904429.0,99934463.0
2870670.0,43856698.0
2136021.0,35218293.0
38945.0,34792959.0
2447956.0,33017182.0
5323.0,43779707.0
167371.0,28590307.0
48592.0,64862609.0
154344.0,39543111.0
79798.0,38686133.0
100951.0,20877543.0
48569.0,62784544.0
249486.0,18819945.0
1390368.0,25142362.0
29893.0,38688730.0
116603.0,51861001.0
80600.0,34798762.0
1708541.0,9774136.0
201775.0,67660673.0
2066989.0,66044324.0
205761.0,37988413.0
71964.0,70012961.0
55194.0,8311773.0
152965.0,44738512.0
220801.0,93990387.0
48588.0,114207342.0
5286.0,20278264.0
36056.0,52575740.0
34475.0,36531131.0
1758741.0,20989627.0
231218.0,26563415.0
120017.0,25779436.0
1821822.0,8000312.0
265491.0,45099382.0
131541.0,49881810.0
1156164.0,73739702.0
71717.0,77386123.0
1966363.0,45985151.0
279327.0,30042643.0
56187.0,30625501.0
67733.0,53204488.0
5383.0,88362316.0
286112.0,18015688.0
104408.0,19492980.0
5341.0,30069126.0
40490.0,45678814.0
2015914.0,39966270.0
40452.0,49443107.0
47426.0,75519607.0
153910.0,55824865.0
105713.0,31617680.0
180528.0,7702145.0
56170.0,37765222.0
230807.0,62806267.0
56191.0,35479492.0
76775.0,7369627.0
47662.0,46748369.0
98777.0,36141810.0
258981.0,44689478.0
80599.0,33267124.0
1269715.0,29454333.0
67725.0,52485497.0
104675.0,17735411.0
82508.0,24687929.0
146777.0,67270659.0
63383.0,21119910.0
68775.0,44728771.0
1464785.0,28241966.0
47430.0,40598130.0
47721.0,52434773.0
63378.0,17647348.0
76940.0,33316483.0
106004.0,27969159.0
221103.0,59677306.0
86838.0,20655447.0
5207.0,18778437.0
1758874.0,54939811.0
2056292.0,46923322.0
108572.0,52984320.0
1550288.0,32482119.0
82522.0,40783511.0
153919.0,49067377.0
82517.0,20339538.0
279322.0,20277797.0
160864.0,33109328.0
205917.0,32180624.0
181527.0,52193021.0
207832.0,37757905.0
48140.0,41343802.0
1734106.0,21297554.0
153920.0,110953323.0
182062.0,99142376.0
1740625.0,69041955.0
181174.0,17225847.0
40483.0,45982938.0
1938712.0,51470471.0
69976.0,20210499.0
56469.0,59979117.0
27342.0,44406206.0
1325616.0,28767420.0
55588.0,215710044.0
28995.0,39235597.0
89922.0,23839142.0
201213.0,55607740.0
86804.0,20691077.0
2655010.0,49614189.0
80590.0,77122045.0
1652704.0,17871728.0
109635.0,75008219.0
4999.0,17465713.0
222702.0,76466909.0
1930190.0,37934265.0
1391043.0,36341856.0
5005.0,20525926.0
1659845.0,34522431.0
249478.0,18915934.0
117017.0,34158107.0
2060913.0,34976651.0
105984.0,25989348.0
5627.0,39289314.0
1514897.0,7331251.0
82102.0,97689000.0
5440.0,22180604.0
5321.0,32382086.0
1156444.0,30687398.0
36066.0,61641182.0
85980.0,35193237.0
1230402.0,32128072.0
71958.0,103544009.0
5278.0,26750114.0
2696576.0,33195987.0
84607.0,45149591.0
1419009.0,36509728.0
42442.0,35621183.0
98861.0,48529157.0
113602.0,55708857.0
181343.0,33193408.0
1932122.0,61963203.0
34470.0,62543681.0
93625.0,47465408.0
4974.0,20595339.0
1859096.0,17681865.0
181124.0,44108509.0
135208.0,37532302.0
71966.0,50768713.0
5288.0,21142622.0
2014815.0,23175195.0
48586.0,64971567.0
2841978.0,45398739.0
36058.0,38390415.0
4973.0,19344119.0
181123.0,129776072.0
111137.0,86230511.0
2136032.0,81921463.0
182000.0,89984844.0
1912936.0,60609832.0
249492.0,24230715.0
2822231.0,39205125.0
2735509.0,34004100.0
72124.0,36975565.0
92952.0,19403212.0
76130.0,39875335.0
2316362.0,60609341.0
1895944.0,11657171.0
1569628.0,16615586.0
139080.0,61019048.0
87122.0,37669127.0
2234043.0,46713225.0
1538653.0,10490843.0
117010.0,44412325.0
157183.0,28777633.0
190013.0,38916158.0
264483.0,18757695.0
2804962.0,40333654.0
2804957.0,41453719.0
5619.0,20871786.0
2008363.0,59093390.0
1491104.0,41233351.0
139077.0,61732987.0
34458.0,60325844.0
190371.0,54782605.0
76777.0,7873153.0
1684307.0,17184282.0
1883072.0,50894641.0
1233435.0,49151792.0
97359.0,49873921.0
171480.0,63450306.0
68777.0,91180015.0
230809.0,104056733.0
1884261.0,34769099.0
217427.0,36119023.0
86836.0,22109939.0
64608.0,56282801.0
1381935.0,7775479.0
27349.0,99534058.0
2724999.0,49805319.0
1579977.0,49761846.0
27345.0,206919034.0
2048520.0,38588587.0
82510.0,24653913.0
1955134.0,19125729.0
2018698.0,75081718.0
37468.0,92528219.0
40469.0,34017109.0
1617102.0,51834972.0
154538.0,39739821.0
5554.0,30717177.0
129132.0,23337637.0
5343.0,32345193.0
55340.0,38204724.0
79931.0,100255416.0
1745969.0,132306732.0
2591691.0,21743217.0
5417.0,22653840.0
2282107.0,31607963.0
194682.0,28652608.0
206335.0,96282412.0
67708.0,60225502.0
40450.0,42863829.0
2448255.0,18584977.0
112417.0,122807766.0
109899.0,36850610.0
104224.0,67958227.0
82525.0,22110803.0
47428.0,60106801.0
76328.0,84437827.0
2733690.0,162187722.0
72129.0,49753190.0
5272.0,35135563.0
167356.0,38061412.0
64660.0,47719223.0
71967.0,44123883.0
1954473.0,37117181.0
48587.0,57660940.0
2841979.0,43461200.0
1907521.0,69824043.0
211102.0,22370450.0
2136145.0,49247364.0
64659.0,43493018.0
4972.0,21645019.0
5331.0,39456311.0
85971.0,43048674.0
171347.0,85890180.0
239206.0,36629716.0
109633.0,69369710.0
1891968.0,101885605.0
98342.0,36840090.0
117024.0,59334347.0
155126.0,20105270.0
5003.0,21483040.0
2320235.0,46767965.0
202700.0,35500685.0
84754.0,17921702.0
1659843.0,83125957.0
5327.0,37433966.0
2011032.0,17886378.0
181965.0,54915986.0
1914213.0,45918281.0
86837.0,21862387.0
90004.0,37675430.0
5217.0,27110854.0
1381934.0,7728824.0
1973307.0,44790776.0
81058.0,46180263.0
79220.0,152532755.0
1424756.0,23003986.0
104411.0,22263516.0
230804.0,119906144.0
280036.0,19565848.0
76776.0,8425902.0
1750568.0,120173979.0
2126181.0,72886219.0
1324310.0,57854386.0
1940300.0,30130434.0
150792.0,111842964.0
86802.0,21384534.0
230808.0,377319499.0
89928.0,20788256.0
170000.0,1082905572.0
47425.0,66709547.0
2020962.0,7595203.0
2478900.0,51673276.0
141855.0,32432472.0
153913.0,97106278.0
1566825.0,49523842.0
1226780.0,42321318.0
279506.0,47876317.0
71895.0,57326831.0
47429.0,70852771.0
82524.0,40322879.0
192011.0,27181434.0
1858805.0,29503487.0
2126942.0,41614358.0
230812.0,167179886.0
108892.0,31641441.0
2017516.0,48078660.0
63396.0,24384713.0
82516.0,24114851.0
203536.0,18215669.0
5643.0,33668918.0
1611796.0,58963700.0
98765.0,34612349.0
230819.0,38912666.0
110255.0,152547291.0
153914.0,79334843.0
1540922.0,10703213.0
80570.0,122761634.0
5411.0,21510333.0
80661.0,30352192.0
56174.0,45705486.0
1930695.0,19898363.0
282373.0,33482125.0
71905.0,197139282.0
49012.0,20067589.0
117065.0,64896558.0
104416.0,19781320.0
113071.0,105462249.0
63387.0,24828205.0
48021.0,37987417.0
117069.0,43981317.0
5353.0,46106741.0
127956.0,56764883.0
37769.0,17228979.0
56493.0,40733037.0
181762.0,46580944.0
57193.0,62363499.0
5210.0,26438809.0
71688.0,64394182.0
181175.0,20263689.0
40482.0,38884662.0
1506954.0,71175040.0
215250.0,19330111.0
89916.0,21218161.0
27343.0,90698075.0
1202976.0,48133463.0
121045.0,41618828.0
2234045.0,51817783.0
264141.0,27660702.0
175686.0,30345695.0
84753.0,18696573.0
34467.0,45503573.0
5537.0,20354758.0
5483.0,23769677.0
175648.0,39347566.0
5315.0,48913417.0
135589.0,40274806.0
109634.0,75029388.0
98233.0,36992390.0
1904413.0,46838326.0
178872.0,77250852.0
48561.0,50809076.0
5319.0,44362654.0
104198.0,160366888.0
98349.0,46879574.0
5630.0,51778905.0
63189.0,48847994.0
1538424.0,35087922.0
85976.0,205402620.0
2979956.0,42513208.0
1932123.0,99708583.0
93624.0,78009610.0
231916.0,46664762.0
152958.0,55121418.0
265193.0,23215723.0
587189.1714285715,50585640.79285714
,28327958844.0
