Metagenome sample,Phylum,Class,percent_ORFs,ASV sample,COI reads
D0079A,Chlorophyta,Pedinophyceae,0.0002185286593909,Lasker18Sc124_19_D0079,0.0
D0079A,Chlorophyta,Picocystophyceae,0.0004370573187818,Lasker18Sc124_19_D0079,0.0
D0079A,Chlorophyta,Pyramimonadophyceae,0.0016325376319206,Lasker18Sc124_19_D0079,0.0006946714612618
D0079A,Chlorophyta,Trebouxiophyceae,0.004152044528428,Lasker18Sc124_19_D0079,0.0
D0079A,Chlorophyta,Ulvophyceae,0.0003085110485519,Lasker18Sc124_19_D0079,0.0
D0079A,Chlorophyta,unknown,0.0010026609077937,Lasker18Sc124_19_D0079,0.0
D0079A,Choanoflagellata,Choanoflagellata,0.0013111719563456,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Actinopteri,0.0126618076176519,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Amphibia,0.0007712776213798,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Appendicularia,0.0009769516537477,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Ascidiacea,0.0005913128430578,Lasker18Sc124_19_D0079,0.00024517816279825
D0079A,Chordata,Aves,0.0051161415551527,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Ceratodontiformes,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Chondrichthyes,0.0011054979239777,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Cladistia,0.0001285462702299,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Coelacanthiformes,8.99823891609785e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Crocodylia,0.0001285462702299,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Hyperoartia,0.0001285462702299,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Lepidosauria,0.0013111719563456,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Leptocardii,0.0005398943349658,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Mammalia,0.0063758950034064,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Myxini,6.427313511498464e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,Testudines,0.0003856388106899,Lasker18Sc124_19_D0079,0.0
D0079A,Chordata,unknown,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Chrysophyceae,Chrysophyceae,0.0126489529906289,Lasker18Sc124_19_D0079,0.13386727688787145
D0079A,Chytridiomycota,Chytridiomycetes,0.0010155155348167,Lasker18Sc124_19_D0079,0.0
D0079A,Chytridiomycota,Monoblepharidomycetes,0.0001028370161839,Lasker18Sc124_19_D0079,0.0
D0079A,Chytridiomycota,Neocallimastigomycetes,0.0003342203025979,Lasker18Sc124_19_D0079,0.0
D0079A,Ciliophora,Armophorea,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Ciliophora,Heterotrichea,0.0007070044862648,Lasker18Sc124_19_D0079,0.0
D0079A,Ciliophora,Litostomatea,3.856388106899079e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Ciliophora,Oligohymenophorea,0.0032522206368182,Lasker18Sc124_19_D0079,0.0
D0079A,Ciliophora,Spirotrichea,0.0425745247001658,Lasker18Sc124_19_D0079,0.0
D0079A,Cnidaria,Anthozoa,0.0030079827233812,Lasker18Sc124_19_D0079,0.0007763975155279001
D0079A,Cnidaria,Hydrozoa,0.0005270397079428,Lasker18Sc124_19_D0079,0.0118502778685842
D0079A,Cnidaria,Myxozoa,7.712776213798157e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Cnidaria,Scyphozoa,0.0003213656755749,Lasker18Sc124_19_D0079,4.0863027133050016e-05
D0079A,Cryptomycota,unknown,0.0002313832864139,Lasker18Sc124_19_D0079,0.0
D0079A,Cryptophyceae,Cryptophyceae,0.0053989433496587,Lasker18Sc124_19_D0079,4.0863027133050016e-05
D0079A,Dictyochophyceae,Dictyochophyceae,0.0407491676629002,Lasker18Sc124_19_D0079,0.0040454396861718004
D0079A,Dinophyceae,Dinophyceae,0.0610466237322124,Lasker18Sc124_19_D0079,0.0
D0079A,Discosea,Flabellinia,0.0006684406051958,Lasker18Sc124_19_D0079,8.172605426610003e-05
D0079A,Discosea,Longamoebia,0.0004499119458048,Lasker18Sc124_19_D0079,8.172605426610003e-05
D0079A,Echinodermata,Asteroidea,0.0002956564215289,Lasker18Sc124_19_D0079,0.0
D0079A,Echinodermata,Crinoidea,0.0002313832864139,Lasker18Sc124_19_D0079,0.0
D0079A,Echinodermata,Echinoidea,0.0002828017945059,Lasker18Sc124_19_D0079,0.0
D0079A,Echinodermata,Holothuroidea,0.0004627665728278,Lasker18Sc124_19_D0079,0.0
D0079A,Endomyxa,Ascetosporea,0.0003213656755749,Lasker18Sc124_19_D0079,0.0
D0079A,Endomyxa,Phytomyxea,0.0014782821076446,Lasker18Sc124_19_D0079,0.0
D0079A,Euglenozoa,Euglenida,0.0031493836206342,Lasker18Sc124_19_D0079,0.0
D0079A,Euglenozoa,Kinetoplastea,0.0014011543455066,Lasker18Sc124_19_D0079,0.0
D0079A,Eustigmatophyceae,Eustigmatophyceae,0.0031108197395652,Lasker18Sc124_19_D0079,0.00057208237986265
D0079A,Evosea,Eumycetozoa,0.0011183525510007,Lasker18Sc124_19_D0079,0.0
D0079A,Evosea,Mastigamoebida,0.0001414008972529,Lasker18Sc124_19_D0079,0.0
D0079A,Evosea,Variosea,0.0001928194053449,Lasker18Sc124_19_D0079,0.0
D0079A,Filasterea,Filasterea,0.0001542555242759,Lasker18Sc124_19_D0079,0.0
D0079A,Foraminifera,unknown,0.0003213656755749,Lasker18Sc124_19_D0079,0.0
D0079A,Fornicata,Diplomonadida,0.0003599295566439,Lasker18Sc124_19_D0079,0.0
D0079A,Fornicata,unknown,0.0002056740323679,Lasker18Sc124_19_D0079,0.0
D0079A,Glaucocystophyceae,Glaucocystophyceae,0.0001799647783219,Lasker18Sc124_19_D0079,0.0
D0079A,Haptophyta,Coccolithales,0.0358901186482074,Lasker18Sc124_19_D0079,0.0
D0079A,Haptophyta,Isochrysidales,0.062357795688558,Lasker18Sc124_19_D0079,0.20979078130107814
D0079A,Haptophyta,Pavlovales,0.0028537271991053,Lasker18Sc124_19_D0079,0.0
D0079A,Haptophyta,Phaeocystales,0.0162996670651601,Lasker18Sc124_19_D0079,0.04086302713304875
D0079A,Haptophyta,Prymnesiales,0.1020528839355726,Lasker18Sc124_19_D0079,0.0683638443935899
D0079A,Haptophyta,unknown,0.0007070044862648,Lasker18Sc124_19_D0079,0.0
D0079A,Hemichordata,Enteropneusta,0.0002056740323679,Lasker18Sc124_19_D0079,0.0
D0079A,Heterolobosea,unknown,0.0003727841836669,Lasker18Sc124_19_D0079,0.0
D0079A,Ichthyosporea,Ichthyosporea,0.0004756211998508,Lasker18Sc124_19_D0079,0.0
D0079A,Jakobida,Jakobida,0.0001928194053449,Lasker18Sc124_19_D0079,0.0
D0079A,Malawimonadida,Malawimonadida,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Microsporidia,unknown,0.0004499119458048,Lasker18Sc124_19_D0079,0.0
D0079A,Mollusca,Bivalvia,0.003907806614991,Lasker18Sc124_19_D0079,0.0
D0079A,Mollusca,Cephalopoda,0.0004884758268738,Lasker18Sc124_19_D0079,8.172605426610003e-05
D0079A,Mollusca,Gastropoda,0.0016582468859666,Lasker18Sc124_19_D0079,0.0008989865969269501
D0079A,Mucoromycota,Endogonomycetes,0.0017610839021505,Lasker18Sc124_19_D0079,0.0
D0079A,Mucoromycota,Glomeromycetes,0.0019024847994035,Lasker18Sc124_19_D0079,0.0
D0079A,Mucoromycota,Mortierellomycetes,0.0007712776213798,Lasker18Sc124_19_D0079,0.0
D0079A,Mucoromycota,Mucoromycetes,0.0096152610132017,Lasker18Sc124_19_D0079,0.0
D0079A,Mucoromycota,Umbelopsidomycetes,0.0003342203025979,Lasker18Sc124_19_D0079,0.0
D0079A,Nebulidia,Nebulidea,2.570925404599385e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Nematoda,Chromadorea,0.0129831732932268,Lasker18Sc124_19_D0079,0.0
D0079A,Nematoda,Enoplea,0.0023266874911624,Lasker18Sc124_19_D0079,0.0
D0079A,Olisthodiscophyceae,Olisthodiscophyceae,2.570925404599385e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Olpidiomycota,Olpidiomycetes,0.0007584229943568,Lasker18Sc124_19_D0079,0.0
D0079A,Oomycota,Albuginales,0.0007198591132878,Lasker18Sc124_19_D0079,0.0
D0079A,Oomycota,Peronosporales,0.0058874191765325,Lasker18Sc124_19_D0079,0.001757110166721
D0079A,Oomycota,Pythiales,0.0022109958479554,Lasker18Sc124_19_D0079,0.00318731611637785
D0079A,Oomycota,Saprolegniales,0.0047562119985088,Lasker18Sc124_19_D0079,0.0239048708728342
D0079A,Oomycota,unknown,6.427313511498464e-05,Lasker18Sc124_19_D0079,0.00694671461261825
D0079A,Orthonectida,unknown,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Parabasalia,Trichomonadida,0.0001156916432069,Lasker18Sc124_19_D0079,0.0
D0079A,Parabasalia,Tritrichomonadida,0.0002056740323679,Lasker18Sc124_19_D0079,0.0
D0079A,Pelagophyceae,Pelagophyceae,0.0424716876839818,Lasker18Sc124_19_D0079,0.03252696959790765
D0079A,Perkinsozoa,Perkinsida,0.0009383877726787,Lasker18Sc124_19_D0079,0.0
D0079A,Phaeophyceae,Phaeophyceae,0.0029308549612432,Lasker18Sc124_19_D0079,0.08315626021575616
D0079A,Picozoa,unknown,0.0001285462702299,Lasker18Sc124_19_D0079,0.06427754168028735
D0079A,Pinguiophyceae,Pinguiophyceae,0.0027380355558983,Lasker18Sc124_19_D0079,0.0
D0079A,Placozoa,Uniplacotomia,0.0002570925404599,Lasker18Sc124_19_D0079,0.0
D0079A,Platyhelminthes,Cestoda,0.0007070044862648,Lasker18Sc124_19_D0079,0.0
D0079A,Platyhelminthes,Monogenea,0.0001799647783219,Lasker18Sc124_19_D0079,0.0
D0079A,Platyhelminthes,Rhabditophora,0.0003856388106899,Lasker18Sc124_19_D0079,0.0
D0079A,Platyhelminthes,Trematoda,0.0007070044862648,Lasker18Sc124_19_D0079,0.0
D0079A,Porifera,Demospongiae,0.0016068283778746,Lasker18Sc124_19_D0079,0.00183883622098715
D0079A,Prasinodermophyta,Prasinodermophyceae,0.0013497358374146,Lasker18Sc124_19_D0079,0.0
D0079A,Preaxostyla,Oxymonadida,0.0001928194053449,Lasker18Sc124_19_D0079,0.0
D0079A,Priapulida,Priapulimorpha,0.0001156916432069,Lasker18Sc124_19_D0079,0.0
D0079A,Raphidophyceae,Raphidophyceae,0.0062087848521075,Lasker18Sc124_19_D0079,0.00171624713958805
D0079A,Rhodophyta,Bangiophyceae,0.0009640970267247,Lasker18Sc124_19_D0079,0.0503432494279175
D0079A,Rhodophyta,Compsopogonophyceae,0.0001285462702299,Lasker18Sc124_19_D0079,0.0
D0079A,Rhodophyta,Florideophyceae,0.0012083349401617,Lasker18Sc124_19_D0079,0.0
D0079A,Rhodophyta,Rhodellophyceae,0.0001414008972529,Lasker18Sc124_19_D0079,0.0
D0079A,Rhodophyta,Stylonematophyceae,0.0003599295566439,Lasker18Sc124_19_D0079,0.0
D0079A,Rotifera,Eurotatoria,0.0060031108197395,Lasker18Sc124_19_D0079,8.172605426610003e-05
D0079A,Rotosphaerida,Rotosphaerida,8.99823891609785e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Sticholonchida,Sticholonchida,3.856388106899079e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Bryopsida,0.0009512423997017,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Charophyceae,0.0002828017945059,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Chlorokybophyceae,3.856388106899079e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Jungermanniopsida,2.570925404599385e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Klebsormidiophyceae,0.0003599295566439,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Lycopodiopsida,0.0002442379134369,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Magnoliopsida,0.0800586170992248,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Marchantiopsida,0.0002570925404599,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Mesostigmatophyceae,2.570925404599385e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Pinopsida,0.0016196830048976,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Polypodiopsida,0.0004884758268738,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Polytrichopsida,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,Zygnemophyceae,0.0005398943349658,Lasker18Sc124_19_D0079,0.0
D0079A,Streptophyta,unknown,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Synurophyceae,Synurophyceae,0.0026737624207833,Lasker18Sc124_19_D0079,0.00012258908139915005
D0079A,Tardigrada,Eutardigrada,0.0001928194053449,Lasker18Sc124_19_D0079,0.0
D0079A,Telonemida,Telonemida,5.141850809198771e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Tsukubamonadida,Tsukubamonadida,1.2854627022996929e-05,Lasker18Sc124_19_D0079,0.0
D0079A,Tubulinea,Elardia,0.0008226961294718,Lasker18Sc124_19_D0079,0.0
D0079A,Xanthophyceae,Xanthophyceae,0.0020567403236795,Lasker18Sc124_19_D0079,0.0
D0079A,Zoopagomycota,Basidiobolomycetes,0.0001928194053449,Lasker18Sc124_19_D0079,0.0
D0079A,Zoopagomycota,Dimargaritomycetes,0.0001542555242759,Lasker18Sc124_19_D0079,0.0
D0079A,Zoopagomycota,Entomophthoromycetes,0.0001285462702299,Lasker18Sc124_19_D0079,0.0001225890813991
D0079A,Zoopagomycota,Harpellomycetes,0.0014911367346676,Lasker18Sc124_19_D0079,0.0
D0079A,Zoopagomycota,Kickxellomycetes,0.0004370573187818,Lasker18Sc124_19_D0079,0.0
D0079A,Zoopagomycota,Zoopagomycetes,0.0001542555242759,Lasker18Sc124_19_D0079,0.0
D0079A,unknown,unknown,0.0033293483989562,Lasker18Sc124_19_D0079,4.0863027133050016e-05
zr2760_51,Annelida,Clitellata,0.000129609228177,CN18FESPkoa_SC56,0.0
zr2760_51,Annelida,Polychaeta,0.0018793338085671,CN18FESPkoa_SC56,0.0
zr2760_51,Apicomplexa,Aconoidasida,0.0014257015099475,CN18FESPkoa_SC56,0.0
zr2760_51,Apicomplexa,Conoidasida,0.0011664830535934,CN18FESPkoa_SC56,0.0
zr2760_51,Apusomonadida,Apusomonadida,0.0005832415267967,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Arachnida,0.0350592962218909,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Branchiopoda,0.0036938630030458,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Chilopoda,0.0001944138422655,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Collembola,0.0011016784395048,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Hexanauplia,0.0077765536906227,CN18FESPkoa_SC56,0.03877259752616521
zr2760_51,Arthropoda,Ichthyostraca,0.0033698399326032,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Insecta,0.0668135571252673,CN18FESPkoa_SC56,0.0021883920076117
zr2760_51,Arthropoda,Malacostraca,0.0033698399326032,CN18FESPkoa_SC56,0.0021408182683157
zr2760_51,Arthropoda,Merostomata,0.0001944138422655,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Ostracoda,0.0011016784395048,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Remipedia,6.48046140885231e-05,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,Thecostraca,0.0006480461408852,CN18FESPkoa_SC56,0.0
zr2760_51,Arthropoda,unknown,0.0005184369127081,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Dothideomycetes,0.0032402307044261,CN18FESPkoa_SC56,4.757373929590866e-05
zr2760_51,Ascomycota,Eurotiomycetes,0.0054435875834359,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Geoglossomycetes,6.48046140885231e-05,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Lecanoromycetes,0.000259218456354,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Leotiomycetes,0.0011664830535934,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Orbiliomycetes,0.000129609228177,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Pezizomycetes,0.0009720692113278,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Pneumocystomycetes,6.48046140885231e-05,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Saccharomycetes,0.033828008554209,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Schizosaccharomycetes,0.000129609228177,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Sordariomycetes,0.0066748752511178,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,Taphrinomycetes,6.48046140885231e-05,CN18FESPkoa_SC56,0.0
zr2760_51,Ascomycota,unknown,6.48046140885231e-05,CN18FESPkoa_SC56,0.0
zr2760_51,Bacillariophyta,Bacillariophyceae,0.0115352213077571,CN18FESPkoa_SC56,0.0017602283539486
zr2760_51,Bacillariophyta,Coscinodiscophyceae,0.0310414101484025,CN18FESPkoa_SC56,0.1323501427212179
zr2760_51,Bacillariophyta,Fragilariophyceae,0.0024625753353638,CN18FESPkoa_SC56,0.0
zr2760_51,Bacillariophyta,Mediophyceae,0.0228112241591601,CN18FESPkoa_SC56,0.0014272121788771173
zr2760_51,Bacillariophyta,unknown,0.0001944138422655,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Agaricomycetes,0.0088782321301276,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Dacrymycetes,0.000259218456354,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Exobasidiomycetes,0.000259218456354,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Malasseziomycetes,0.000259218456354,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Microbotryomycetes,0.0004536322986196,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Mixiomycetes,6.48046140885231e-05,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Pucciniomycetes,0.0003888276845311,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Tremellomycetes,0.0007776553690622,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Ustilaginomycetes,0.000129609228177,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,Wallemiomycetes,0.0001944138422655,CN18FESPkoa_SC56,0.0
zr2760_51,Basidiomycota,unknown,6.48046140885231e-05,CN18FESPkoa_SC56,0.0
zr2760_51,Bigyra,Bigyra,0.0086190136737735,CN18FESPkoa_SC56,0.0
zr2760_51,Blastocladiomycota,Blastocladiomycetes,0.0006480461408852,CN18FESPkoa_SC56,0.0
zr2760_51,Bolidophyceae,Bolidophyceae,0.0053787829693474,CN18FESPkoa_SC56,0.0
zr2760_51,Brachiopoda,Lingulata,0.0003240230704426,CN18FESPkoa_SC56,0.0
zr2760_51,Bryozoa,Gymnolaemata,6.48046140885231e-05,CN18FESPkoa_SC56,0.0040437678401522
zr2760_51,Cercozoa,Cercomonadida,0.000129609228177,CN18FESPkoa_SC56,0.0
zr2760_51,Cercozoa,Chlorarachniophyceae,0.0033050353185146,CN18FESPkoa_SC56,0.0
zr2760_51,Cercozoa,Imbricatea,0.000129609228177,CN18FESPkoa_SC56,0.0
zr2760_51,Chlorophyta,Chlorodendrophyceae,0.002981012248072,CN18FESPkoa_SC56,0.0
zr2760_51,Chlorophyta,Chlorophyceae,0.0074525306201801,CN18FESPkoa_SC56,0.0
zr2760_51,Chlorophyta,Chloropicophyceae,0.002851403019895,CN18FESPkoa_SC56,0.000142721217887726
zr2760_51,Chlorophyta,Mamiellophyceae,0.0300045363229861,CN18FESPkoa_SC56,0.0269267364414842
zr2760_51,Chlorophyta,Nephroselmidophyceae,0.000129609228177,CN18FESPkoa_SC56,0.0
zr2760_51,Chlorophyta,Pedinophyceae,0.000259218456354,CN18FESPkoa_SC56,0.0
zr2760_51,Chlorophyta,Picocystophyceae,0.0003888276845311,CN18FESPkoa_SC56,0.0
zr2760_51,Chlorophyta,Pyramimonadophyceae,0.0008424599831508,CN18FESPkoa_SC56,0.0
zr2760_51,Chlorophyta,Trebouxiophyceae,0.0080357721469768,CN18FESPkoa_SC56,0.0
