Metagenome sample,Class,count,ASV sample,18S reads
1903c122_5m-2,Phaeosacciophyceae,8.903381615629887e-06,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Phyllopharyngea,6.677536211722415e-06,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Phytomyxea,0.000997735202301524,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Pilidiophora,2.2258454039074717e-06,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Pinopsida,0.0009131530769530402,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Polychaeta,0.0010378004195718586,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Polycystinea,5.008152158791811e-06,CN19_Nisk_PB_Day_5m_2,9.995002498750624e-05
1903c122_5m-2,Polyplacophora,3.3387681058612076e-06,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Prasinodermophyceae,4.451690807814943e-06,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Pucciniomycetes,0.0005803891890688732,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Pycnogonida,0.0011813674481238907,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Pyramimonadophyceae,0.00015191394881668494,CN19_Nisk_PB_Day_5m_2,0.0002498750624687656
1903c122_5m-2,Raphidophyceae,0.00016359963718719917,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Rhabditophora,0.0007640214348912396,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Rhynchonellata,5.564613509768679e-07,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Saccharomycetes,0.00408275693211728,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Sagittoidea,2.2258454039074717e-06,CN19_Nisk_PB_Day_5m_2,0.008179243711477595
1903c122_5m-2,Scaphopoda,5.564613509768679e-07,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Scyphozoa,5.564613509768679e-06,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Spirotrichea,0.002260902469019014,CN19_Nisk_PB_Day_5m_2,0.011910711311011166
1903c122_5m-2,Synurophyceae,6.733182346820101e-05,CN19_Nisk_PB_Day_5m_2,3.3316674995835414e-05
1903c122_5m-2,Tentaculata,3.450060376056581e-05,CN19_Nisk_PB_Day_5m_2,0.0001832417124770948
1903c122_5m-2,Thaliacea,5.564613509768679e-07,CN19_Nisk_PB_Day_5m_2,0.0019656838247542894
1903c122_5m-2,Thecofilosea,2.2258454039074717e-06,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Thecostraca,0.0027622741462491724,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Trebouxiophyceae,0.021613515333292525,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Tremellomycetes,0.0015269299470805256,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Ulvophyceae,0.0019275821197838705,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Ustilaginomycetes,0.0009999610477054316,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,Xanthophyceae,0.0039352946741084095,CN19_Nisk_PB_Day_5m_2,0.0
1903c122_5m-2,unknown,0.16497632256951594,CN19_Nisk_PB_Day_5m_2,0.04582708645677142
D0173A_S46,Acantharea,3.5838825633361646e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Aconoidasida,0.001020211903029695,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Actinopteri,0.0444365599028051,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Agaricomycetes,0.006539391050567388,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Anthozoa,0.017096314454634616,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Aphelidea,1.1946275211120548e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Appendicularia,0.07198526785340964,Lasker18Sc135_17_D0173,0.02841709722874589
D0173A_S46,Ascetosporea,3.5838825633361646e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Ascidiacea,0.005080153533529013,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Bacillariophyceae,0.13221062238899223,Lasker18Sc135_17_D0173,0.008674847346171913
D0173A_S46,Bangiophyceae,0.0013893518070533198,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Bigyra,0.0016599349405852003,Lasker18Sc135_17_D0173,0.003882397839361202
D0173A_S46,Bivalvia,0.023009123370378734,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Bolidophyceae,0.0004055760434175426,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Branchiopoda,0.004696678099252043,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Centroplasthelida,5.9731376055602746e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Cephalopoda,0.0025851739556864866,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Chlorarachniophyceae,2.568449170390918e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Chlorodendrophyceae,3.4046884351693566e-05,Lasker18Sc135_17_D0173,0.00011008689525598873
D0173A_S46,Chlorophyceae,0.0035994127211106215,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Chloropicophyceae,0.0003338983921508193,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Choanoflagellata,0.0004915892249376106,Lasker18Sc135_17_D0173,0.00014678252700798497
D0173A_S46,Chrysophyceae,5.1966297168374384e-05,Lasker18Sc135_17_D0173,1.4678252700798498e-05
D0173A_S46,Chytridiomycetes,0.00156675399393846,Lasker18Sc135_17_D0173,2.9356505401596995e-05
D0173A_S46,Colpodea,5.973137605560274e-07,Lasker18Sc135_17_D0173,2.2017379051197744e-05
D0173A_S46,Conoidasida,0.0014926870876295125,Lasker18Sc135_17_D0173,0.00010274776890558949
D0173A_S46,Coscinodiscophyceae,0.09114709329204701,Lasker18Sc135_17_D0173,0.07481505401596995
D0173A_S46,Crinoidea,0.0011880570697459386,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Cryptophyceae,0.001979497802482675,Lasker18Sc135_17_D0173,0.0010568341944574918
D0173A_S46,Demospongiae,0.0005584883661198856,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Dictyochophyceae,0.000348233922404164,Lasker18Sc135_17_D0173,7.339126350399249e-05
D0173A_S46,Dinophyceae,0.06625463963463511,Lasker18Sc135_17_D0173,0.2376629286049789
D0173A_S46,Dothideomycetes,0.0027488379260788382,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Echinoidea,0.003965566056331466,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Elardia,2.3892550422241096e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Enopla,1.1946275211120548e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Enteropneusta,0.001218520071534296,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Euglenida,9.318094664674028e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Eurotatoria,0.011198438382904402,Lasker18Sc135_17_D0173,0.0006164866134335369
D0173A_S46,Eurotiomycetes,0.0022112555415784137,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Exobasidiomycetes,0.0007119980025827847,Lasker18Sc135_17_D0173,3.669563175199624e-05
D0173A_S46,Flabellinia,5.9731376055602746e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Florideophyceae,0.0031478435181302644,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Fragilariophyceae,0.004381296433678461,Lasker18Sc135_17_D0173,0.005130049318929075
D0173A_S46,Gastropoda,0.012698890549421143,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Gymnolaemata,0.00047546175340259784,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Hexanauplia,0.04634258811273939,Lasker18Sc135_17_D0173,0.5575460897134805
D0173A_S46,Holothuroidea,0.0026024960547426116,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Hydrozoa,0.0010261850406352551,Lasker18Sc135_17_D0173,2.9356505401596992e-05
D0173A_S46,Ichthyosporea,0.00020189205106793727,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Kinetoplastea,0.0012316609742665287,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Leotiomycetes,0.0009819838223541091,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Leptocardii,0.003852673755586377,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Litostomatea,4.181196323892192e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Magnoliopsida,0.03044508237554072,Lasker18Sc135_17_D0173,2.9356505401596992e-05
D0173A_S46,Malacostraca,0.02103500139174106,Lasker18Sc135_17_D0173,2.2017379051197747e-05
D0173A_S46,Mamiellophyceae,0.0015285259132628742,Lasker18Sc135_17_D0173,2.9356505401596995e-05
D0173A_S46,Mammalia,0.019314140447579148,Lasker18Sc135_17_D0173,7.339126350399249e-06
D0173A_S46,Mediophyceae,0.015573164365216748,Lasker18Sc135_17_D0173,0.0013503992484734618
D0173A_S46,Microbotryomycetes,0.0005829782303026828,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Mortierellomycetes,0.003011058666962934,Lasker18Sc135_17_D0173,1.4678252700798498e-05
D0173A_S46,Mucoromycetes,0.004018726981020952,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Myxozoa,0.00022279803268739824,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Nephroselmidophyceae,4.479853204170206e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Oligohymenophorea,0.0046130541727742,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Ophiuroidea,2.9865688027801373e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Ostracoda,0.002110906829805001,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Palaeonemertea,1.1946275211120548e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Pedinophyceae,2.5087177943353153e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Pelagophyceae,0.0019914440776937956,Lasker18Sc135_17_D0173,0.0002715476749647722
D0173A_S46,Pezizomycetes,0.0004850187735714943,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Phaeophyceae,0.0036209160164906383,Lasker18Sc135_17_D0173,2.9356505401596995e-05
D0173A_S46,Phaeosacciophyceae,1.9711354098348904e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Phyllopharyngea,7.765078887228356e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Phytomyxea,0.00024967715191241945,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Pilidiophora,1.1348961450564522e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Pinopsida,0.00018397263825125645,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Polychaeta,0.0019472428594126494,Lasker18Sc135_17_D0173,0.009430777360263034
D0173A_S46,Polycystinea,5.9731376055602746e-06,Lasker18Sc135_17_D0173,0.00036695631751996246
D0173A_S46,Prasinodermophyceae,5.375823845004247e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Pycnogonida,0.003025394197216279,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Pyramimonadophyceae,6.450988614005096e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Raphidophyceae,0.00047844832220537796,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Rhabditophora,0.0009778026260302169,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Rhynchonellata,2.3892550422241096e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Saccharomycetes,0.003178903833679178,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Sagittoidea,3.5838825633361646e-06,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Scyphozoa,2.0905981619460962e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Sordariomycetes,0.003412453514056585,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Spirotrichea,0.0036000100348711774,Lasker18Sc135_17_D0173,0.008219821512447158
D0173A_S46,Synurophyceae,9.198631912562822e-05,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Tentaculata,7.585884759061548e-05,Lasker18Sc135_17_D0173,4.403475810239549e-05
D0173A_S46,Thecofilosea,2.9865688027801373e-06,Lasker18Sc135_17_D0173,0.002267790042273367
D0173A_S46,Thecostraca,0.007856467892593429,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Trebouxiophyceae,0.0020643163564816307,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Ulvophyceae,0.000588951367908243,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Variosea,0.00018397263825125645,Lasker18Sc135_17_D0173,0.0
D0173A_S46,Xanthophyceae,0.001329023117237161,Lasker18Sc135_17_D0173,0.0
D0173A_S46,unknown,0.0501540472188474,Lasker18Sc135_17_D0173,0.0458181658055425
1903c117_100m-2,Acantharea,8.233841086867023e-05,CN19_Nisk_SM_Dusk_100m_2,0.005073732794317419
1903c117_100m-2,Aconoidasida,0.0015997176968770216,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Actinopteri,0.03498206198906075,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Agaricomycetes,0.018826089513615245,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Agaricostilbomycetes,5.293183555843087e-05,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Anthozoa,0.016508851379168382,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Appendicularia,0.0011409751220372876,CN19_Nisk_SM_Dusk_100m_2,0.010556637588176565
1903c117_100m-2,Ascidiacea,0.004258072104922661,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Asteroidea,0.0034699758866082457,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Bacillariophyceae,0.015861906722343114,CN19_Nisk_SM_Dusk_100m_2,0.0028314702368287528
1903c117_100m-2,Bangiophyceae,0.0024348644356878197,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Basidiobolomycetes,0.00046462388990178204,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Bigyra,0.015038522613656414,CN19_Nisk_SM_Dusk_100m_2,0.00505736591433575
1903c117_100m-2,Bivalvia,0.01059224842674822,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Calcarea,5.881315062047874e-06,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Centroplasthelida,5.881315062047874e-06,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Cephalopoda,0.0015644298065047345,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Chlorarachniophyceae,2.940657531023937e-05,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Chlorodendrophyceae,1.1762630124095748e-05,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Chlorophyceae,0.022637181673822268,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Chloropicophyceae,0.0012527201082161972,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Choanoflagellata,0.0074575074986767045,CN19_Nisk_SM_Dusk_100m_2,0.006628586392575983
1903c117_100m-2,Chrysophyceae,4.1169205434335116e-05,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Chytridiomycetes,0.005657825089690055,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Conoidasida,0.005363759336587661,CN19_Nisk_SM_Dusk_100m_2,0.0009820127989001457
1903c117_100m-2,Coscinodiscophyceae,0.005457860377580427,CN19_Nisk_SM_Dusk_100m_2,0.009443689749423069
1903c117_100m-2,Crinoidea,0.0010351114509204258,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Cryptophyceae,0.003764041639710639,CN19_Nisk_SM_Dusk_100m_2,0.0017021555180935857
1903c117_100m-2,Demospongiae,0.0021290360524613304,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Dinophyceae,0.20425807210492267,CN19_Nisk_SM_Dusk_100m_2,0.3188922895628406
1903c117_100m-2,Dothideomycetes,0.0084396871140387,CN19_Nisk_SM_Dusk_100m_2,0.001243882878606851
1903c117_100m-2,Echinoidea,0.0026936422984179262,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Elardia,2.3525260248191496e-05,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Enteropneusta,0.0011880256425336705,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Eurotatoria,0.016802917132270775,CN19_Nisk_SM_Dusk_100m_2,1.6366879981669095e-05
1903c117_100m-2,Eurotiomycetes,0.007145797800388167,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Eustigmatophyceae,0.004440392871846145,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Exobasidiomycetes,0.0011409751220372876,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Filasterea,0.00149385402576016,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Flabellinia,1.1762630124095748e-05,CN19_Nisk_SM_Dusk_100m_2,0.0011456815987168367
1903c117_100m-2,Florideophyceae,0.0011821443274716227,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Fragilariophyceae,5.881315062047874e-06,CN19_Nisk_SM_Dusk_100m_2,6.546751992667638e-05
1903c117_100m-2,Gastropoda,0.008727871552079046,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Glomeromycetes,0.003352349585367288,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Gymnolaemata,0.0004940304652120214,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Hexanauplia,0.00149385402576016,CN19_Nisk_SM_Dusk_100m_2,0.027790962208874115
1903c117_100m-2,Holothuroidea,0.0007410456978180322,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Hydrozoa,0.0008704346291830853,CN19_Nisk_SM_Dusk_100m_2,0.03265192556342984
1903c117_100m-2,Ichthyosporea,0.000793977533376463,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Klebsormidiophyceae,0.0016644121625595484,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Lecanoromycetes,0.00042345468446744694,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Magnoliopsida,0.07889784155737223,CN19_Nisk_SM_Dusk_100m_2,0.0002618700797067055
1903c117_100m-2,Malacostraca,0.004252190789860613,CN19_Nisk_SM_Dusk_100m_2,0.0007856102391201166
1903c117_100m-2,Malasseziomycetes,0.0004116920543433512,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Mamiellophyceae,0.00885137916838205,CN19_Nisk_SM_Dusk_100m_2,0.0008510777590467929
1903c117_100m-2,Mammalia,0.01903193554078692,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Mediophyceae,1.1762630124095748e-05,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Microbotryomycetes,0.0009468917249897078,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Mortierellomycetes,0.00959830618126213,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Myxozoa,0.00012938893136505322,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Oligohymenophorea,0.0038404987355172616,CN19_Nisk_SM_Dusk_100m_2,0.014222818704070442
1903c117_100m-2,Ophiuroidea,5.881315062047874e-06,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-2,Pelagophyceae,0.007816267717461625,CN19_Nisk_SM_Dusk_100m_2,0.002127694397616982
1903c117_100m-2,Pezizomycetes,0.0011292124919131917,CN19_Nisk_SM_Dusk_100m_2,0.0
